Namespace(I0=20, N=10000, R0=0, beta=0.5, data='italy_i.csv', day_max=58, day_min=33, delta=0.2, k_inf=1, k_rec=1, llavor=1, nseed=1, seed0=1)
         1198205 function calls (1185443 primitive calls) in 3.472 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 npyio.py:1851(<listcomp>)
        1    0.000    0.000    0.001    0.001 npyio.py:1953(<listcomp>)
        1    0.000    0.000    0.000    0.000 npyio.py:2095(<listcomp>)
        1    0.000    0.000    0.000    0.000 npyio.py:51(BagObj)
        1    0.000    0.000    0.002    0.002 ntpath.py:2(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 numbers.py:4(<module>)
        1    0.000    0.000    0.018    0.018 numeric.py:1(<module>)
       25    0.000    0.000    0.000    0.000 numeric.py:1308(normalize_axis_tuple)
       25    0.000    0.000    0.000    0.000 numeric.py:1358(<listcomp>)
       11    0.000    0.000    0.000    0.000 numeric.py:1367(_moveaxis_dispatcher)
       11    0.000    0.000    0.000    0.000 numeric.py:1371(moveaxis)
       11    0.000    0.000    0.000    0.000 numeric.py:1434(<listcomp>)
        2    0.000    0.000    0.000    0.000 numeric.py:144(ones)
       30    0.000    0.000    0.000    0.000 numeric.py:1816(isscalar)
        1    0.000    0.000    0.000    0.000 numeric.py:2084(identity)
        6    0.000    0.000    0.000    0.000 numeric.py:2446(extend_all)
        3    0.000    0.000    0.000    0.000 numeric.py:319(_full_like_dispatcher)
        3    0.000    0.000    0.000    0.000 numeric.py:323(full_like)
        5    0.000    0.000    0.000    0.000 numeric.py:387(_count_nonzero_dispatcher)
        5    0.000    0.000    0.000    0.000 numeric.py:391(count_nonzero)
        1    0.000    0.000    0.000    0.000 numeric.py:59(ComplexWarning)
        1    0.000    0.000    0.003    0.003 numerictypes.py:1(<module>)
        7    0.000    0.000    0.000    0.000 numerictypes.py:232(obj2sctype)
       16    0.000    0.000    0.000    0.000 numerictypes.py:286(issubclass_)
        8    0.000    0.000    0.000    0.000 numerictypes.py:360(issubdtype)
        1    0.000    0.000    0.000    0.000 numerictypes.py:396(_typedict)
        6    0.000    0.000    0.000    0.000 numerictypes.py:405(__getitem__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:412(_construct_lookups)
        1    0.000    0.000    0.000    0.000 numerictypes.py:560(_register_types)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1007(AnchoredOffsetbox)
       48    0.000    0.000    0.000    0.000 offsetbox.py:105(<listcomp>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1260(AnchoredText)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1304(OffsetImage)
       48    0.000    0.000    0.000    0.000 offsetbox.py:137(_get_aligned_offsets)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1385(AnnotationBbox)
      142    0.000    0.000    0.000    0.000 offsetbox.py:157(<genexpr>)
      134    0.000    0.000    0.000    0.000 offsetbox.py:162(<genexpr>)
      134    0.000    0.000    0.000    0.000 offsetbox.py:163(<genexpr>)
       44    0.000    0.000    0.000    0.000 offsetbox.py:165(<listcomp>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1656(DraggableBase)
        4    0.000    0.000    0.000    0.000 offsetbox.py:174(<listcomp>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1783(DraggableOffsetBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:179(OffsetBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1809(DraggableAnnotation)
       13    0.000    0.000    0.000    0.000 offsetbox.py:188(__init__)
     13/1    0.000    0.000    0.000    0.000 offsetbox.py:200(set_figure)
       13    0.000    0.000    0.000    0.000 offsetbox.py:212(axes)
       11    0.000    0.000    0.000    0.000 offsetbox.py:253(set_offset)
       14    0.000    0.000    0.006    0.000 offsetbox.py:271(get_offset)
       60    0.000    0.000    0.000    0.000 offsetbox.py:312(get_visible_children)
       60    0.000    0.000    0.000    0.000 offsetbox.py:314(<listcomp>)
       27    0.000    0.000    0.000    0.000 offsetbox.py:316(get_children)
    34/12    0.000    0.000    0.013    0.001 offsetbox.py:339(get_extent)
        2    0.000    0.000    0.009    0.004 offsetbox.py:344(get_window_extent)
     12/2    0.000    0.000    0.020    0.010 offsetbox.py:350(draw)
        1    0.000    0.000    0.000    0.000 offsetbox.py:368(PackerBase)
        6    0.000    0.000    0.000    0.000 offsetbox.py:369(__init__)
        1    0.000    0.000    0.000    0.000 offsetbox.py:417(VPacker)
        2    0.000    0.000    0.000    0.000 offsetbox.py:422(__init__)
       24    0.000    0.000    0.000    0.000 offsetbox.py:43(bbox_artist)
     12/8    0.000    0.000    0.013    0.002 offsetbox.py:460(get_extent_offsets)
     12/8    0.000    0.000    0.013    0.002 offsetbox.py:471(<listcomp>)
       12    0.000    0.000    0.000    0.000 offsetbox.py:473(<listcomp>)
       12    0.000    0.000    0.000    0.000 offsetbox.py:475(<listcomp>)
       12    0.000    0.000    0.000    0.000 offsetbox.py:480(<listcomp>)
       12    0.000    0.000    0.000    0.000 offsetbox.py:484(<listcomp>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:495(HPacker)
        4    0.000    0.000    0.000    0.000 offsetbox.py:500(__init__)
       48    0.000    0.000    0.001    0.000 offsetbox.py:52(_get_packed_offsets)
    36/18    0.001    0.000    0.015    0.001 offsetbox.py:538(get_extent_offsets)
    36/18    0.000    0.000    0.014    0.001 offsetbox.py:544(<listcomp>)
      102    0.000    0.000    0.000    0.000 offsetbox.py:551(<genexpr>)
      102    0.000    0.000    0.000    0.000 offsetbox.py:552(<genexpr>)
       36    0.000    0.000    0.000    0.000 offsetbox.py:557(<listcomp>)
       36    0.000    0.000    0.000    0.000 offsetbox.py:562(<listcomp>)
       36    0.000    0.000    0.000    0.000 offsetbox.py:567(<listcomp>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:577(PaddedBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:651(DrawingArea)
        3    0.000    0.000    0.000    0.000 offsetbox.py:659(__init__)
        9    0.000    0.000    0.000    0.000 offsetbox.py:693(get_transform)
        6    0.000    0.000    0.000    0.000 offsetbox.py:704(set_offset)
       30    0.000    0.000    0.000    0.000 offsetbox.py:729(get_extent)
        7    0.000    0.000    0.000    0.000 offsetbox.py:735(add_artist)
        6    0.000    0.000    0.003    0.000 offsetbox.py:746(draw)
        1    0.000    0.000    0.000    0.000 offsetbox.py:770(TextArea)
        4    0.000    0.000    0.001    0.000 offsetbox.py:777(__init__)
        1    0.000    0.000    0.000    0.000 offsetbox.py:837(set_minimumdescent)
       30    0.000    0.000    0.000    0.000 offsetbox.py:847(get_minimumdescent)
        6    0.000    0.000    0.000    0.000 offsetbox.py:858(set_offset)
       30    0.000    0.000    0.012    0.000 offsetbox.py:882(get_extent)
        6    0.000    0.000    0.004    0.001 offsetbox.py:911(draw)
        1    0.000    0.000    0.000    0.000 offsetbox.py:918(AuxTransformBox)
        1    0.000    0.000    0.000    0.000 opcode.py:2(<module>)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
      120    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
        6    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        5    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        3    0.000    0.000    0.000    0.000 os.py:1073(__subclasshook__)
        1    0.000    0.000    0.000    0.000 os.py:42(_get_exports_list)
        1    0.000    0.000    0.000    0.000 os.py:46(<listcomp>)
        1    0.000    0.000    0.000    0.000 os.py:613(get_exec_path)
       67    0.000    0.000    0.000    0.000 os.py:670(__getitem__)
        2    0.000    0.000    0.000    0.000 os.py:678(__setitem__)
        2    0.000    0.000    0.000    0.000 os.py:684(__delitem__)
       73    0.000    0.000    0.000    0.000 os.py:748(encode)
       17    0.000    0.000    0.000    0.000 os.py:752(decode)
       11    0.000    0.000    0.000    0.000 os.py:800(fsencode)
        1    0.000    0.000    0.023    0.023 overrides.py:1(<module>)
       84    0.000    0.000    0.000    0.000 overrides.py:105(decorator)
      316    0.000    0.000    0.000    0.000 overrides.py:124(array_function_dispatch)
      316    0.002    0.000    0.046    0.000 overrides.py:166(decorator)
       23    0.000    0.000    0.000    0.000 overrides.py:202(array_function_from_dispatcher)
       23    0.000    0.000    0.003    0.000 overrides.py:206(decorator)
      286    0.002    0.000    0.008    0.000 overrides.py:72(verify_matching_signatures)
       84    0.000    0.000    0.000    0.000 overrides.py:94(set_module)
        1    0.000    0.000    0.002    0.002 parse.py:1(<module>)
        8    0.000    0.000    0.000    0.000 parse.py:110(_coerce_args)
        1    0.000    0.000    0.000    0.000 parse.py:127(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:135(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:143(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:180(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:210(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:315(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:323(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:328(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:334(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:342(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:347(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:353(_fix_result_transcoding)
        4    0.000    0.000    0.000    0.000 parse.py:366(urlparse)
        1    0.000    0.000    0.000    0.000 parse.py:399(_checknetloc)
        4    0.000    0.000    0.000    0.000 parse.py:417(urlsplit)
        1    0.000    0.000    0.000    0.000 parse.py:765(Quoter)
        8    0.000    0.000    0.000    0.000 parse.py:99(_noop)
        1    0.000    0.000    0.008    0.008 patches.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:1001(Polygon)
        1    0.000    0.000    0.000    0.000 patches.py:1095(Wedge)
       15    0.000    0.000    0.000    0.000 patches.py:111(_process_radius)
        1    0.000    0.000    0.000    0.000 patches.py:1185(Arrow)
        1    0.000    0.000    0.000    0.000 patches.py:1242(FancyArrow)
        1    0.000    0.000    0.000    0.000 patches.py:1347(CirclePolygon)
        1    0.000    0.000    0.000    0.000 patches.py:1375(Ellipse)
        1    0.000    0.000    0.000    0.000 patches.py:1510(Circle)
       15    0.000    0.000    0.008    0.001 patches.py:153(contains_point)
        1    0.000    0.000    0.000    0.000 patches.py:1551(Arc)
        1    0.000    0.000    0.000    0.000 patches.py:1824(_simpleprint_styles)
        1    0.000    0.000    0.000    0.000 patches.py:1833(_Style)
        1    0.000    0.000    0.000    0.000 patches.py:1839(__new__)
        1    0.000    0.000    0.000    0.000 patches.py:1853(<listcomp>)
        1    0.000    0.000    0.000    0.000 patches.py:1854(<dictcomp>)
        3    0.000    0.000    0.002    0.001 patches.py:1867(pprint_styles)
        3    0.000    0.000    0.002    0.001 patches.py:1871(<listcomp>)
      102    0.000    0.000    0.000    0.000 patches.py:1878(<genexpr>)
        3    0.000    0.000    0.000    0.000 patches.py:1878(<listcomp>)
       12    0.000    0.000    0.000    0.000 patches.py:1879(<genexpr>)
       12    0.000    0.000    0.000    0.000 patches.py:1883(<genexpr>)
      112    0.000    0.000    0.000    0.000 patches.py:1885(<genexpr>)
        3    0.000    0.000    0.000    0.000 patches.py:1885(<listcomp>)
        1    0.000    0.000    0.000    0.000 patches.py:19(Patch)
       56    0.000    0.000    0.000    0.000 patches.py:1901(_register_style)
        1    0.000    0.000    0.000    0.000 patches.py:1909(BoxStyle)
        1    0.000    0.000    0.000    0.000 patches.py:1945(_Base)
        2    0.000    0.000    0.000    0.000 patches.py:1967(__call__)
        1    0.000    0.000    0.000    0.000 patches.py:2001(Square)
        1    0.000    0.000    0.000    0.000 patches.py:2025(Circle)
        1    0.000    0.000    0.000    0.000 patches.py:2047(LArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2080(RArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2099(DArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2139(Round)
        1    0.000    0.000    0.000    0.000 patches.py:2151(__init__)
        2    0.000    0.000    0.000    0.000 patches.py:2156(transmute)
        1    0.000    0.000    0.000    0.000 patches.py:2200(Round4)
        1    0.000    0.000    0.000    0.000 patches.py:2252(Sawtooth)
        1    0.000    0.000    0.000    0.000 patches.py:2349(Roundtooth)
        1    0.000    0.000    0.000    0.000 patches.py:2376(ConnectionStyle)
        1    0.000    0.000    0.000    0.000 patches.py:2415(_Base)
        1    0.000    0.000    0.000    0.000 patches.py:2428(SimpleEvent)
        1    0.000    0.000    0.000    0.000 patches.py:2496(Arc3)
        1    0.000    0.000    0.000    0.000 patches.py:2532(Angle3)
        1    0.000    0.000    0.000    0.000 patches.py:2570(Angle)
       84    0.000    0.000    0.009    0.000 patches.py:258(get_transform)
        1    0.000    0.000    0.000    0.000 patches.py:2632(Arc)
       26    0.000    0.000    0.000    0.000 patches.py:269(get_patch_transform)
        1    0.000    0.000    0.000    0.000 patches.py:2726(Bar)
        1    0.000    0.000    0.000    0.000 patches.py:2812(ArrowStyle)
       15    0.000    0.000    0.000    0.000 patches.py:284(get_edgecolor)
        1    0.000    0.000    0.000    0.000 patches.py:2850(_Base)
        1    0.000    0.000    0.000    0.000 patches.py:2923(_Curve)
       15    0.000    0.000    0.000    0.000 patches.py:300(set_antialiased)
        1    0.000    0.000    0.000    0.000 patches.py:3053(Curve)
        1    0.000    0.000    0.000    0.000 patches.py:3060(CurveA)
        1    0.000    0.000    0.000    0.000 patches.py:3077(CurveB)
        1    0.000    0.000    0.000    0.000 patches.py:3094(CurveAB)
        1    0.000    0.000    0.000    0.000 patches.py:3111(CurveFilledA)
        1    0.000    0.000    0.000    0.000 patches.py:3129(CurveFilledB)
       37    0.000    0.000    0.000    0.000 patches.py:313(_set_edgecolor)
        1    0.000    0.000    0.000    0.000 patches.py:3147(CurveFilledAB)
        1    0.000    0.000    0.000    0.000 patches.py:3165(_Bracket)
        1    0.000    0.000    0.000    0.000 patches.py:3242(BracketAB)
        1    0.000    0.000    0.000    0.000 patches.py:3274(BracketA)
       23    0.000    0.000    0.000    0.000 patches.py:328(set_edgecolor)
        1    0.000    0.000    0.000    0.000 patches.py:3294(BracketB)
        1    0.000    0.000    0.000    0.000 patches.py:3314(BarAB)
        1    0.000    0.000    0.000    0.000 patches.py:3340(Simple)
       37    0.000    0.000    0.001    0.000 patches.py:339(_set_facecolor)
        1    0.000    0.000    0.000    0.000 patches.py:3420(Fancy)
       23    0.000    0.000    0.001    0.000 patches.py:346(set_facecolor)
        1    0.000    0.000    0.000    0.000 patches.py:3508(Wedge)
        1    0.000    0.000    0.000    0.000 patches.py:3564(FancyBboxPatch)
        1    0.000    0.000    0.000    0.000 patches.py:3580(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:3647(set_boxstyle)
        2    0.000    0.000    0.000    0.000 patches.py:3692(set_mutation_scale)
        2    0.000    0.000    0.000    0.000 patches.py:3703(get_mutation_scale)
        2    0.000    0.000    0.000    0.000 patches.py:3718(get_mutation_aspect)
        2    0.000    0.000    0.000    0.000 patches.py:3722(get_boxstyle)
        2    0.000    0.000    0.000    0.000 patches.py:3726(get_path)
        1    0.000    0.000    0.000    0.000 patches.py:373(set_alpha)
        2    0.000    0.000    0.000    0.000 patches.py:3796(set_bounds)
       23    0.000    0.000    0.000    0.000 patches.py:380(set_linewidth)
        1    0.000    0.000    0.000    0.000 patches.py:3828(FancyArrowPatch)
       13    0.000    0.000    0.000    0.000 patches.py:400(set_linestyle)
       13    0.000    0.000    0.002    0.000 patches.py:41(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:4184(ConnectionPatch)
       13    0.000    0.000    0.000    0.000 patches.py:434(set_fill)
       21    0.000    0.000    0.000    0.000 patches.py:456(set_capstyle)
       13    0.000    0.000    0.000    0.000 patches.py:472(set_joinstyle)
       13    0.000    0.000    0.000    0.000 patches.py:488(set_hatch)
       52    0.000    0.000    0.002    0.000 patches.py:523(_bind_draw_path_function)
       26    0.000    0.000    0.007    0.000 patches.py:575(draw)
        1    0.000    0.000    0.000    0.000 patches.py:617(Shadow)
        1    0.000    0.000    0.000    0.000 patches.py:698(Rectangle)
        4    0.000    0.000    0.001    0.000 patches.py:722(__init__)
       23    0.000    0.000    0.000    0.000 patches.py:757(get_path)
       58    0.001    0.000    0.008    0.000 patches.py:761(_update_patch_transform)
       58    0.000    0.000    0.000    0.000 patches.py:783(_convert_units)
       58    0.000    0.000    0.008    0.000 patches.py:791(get_patch_transform)
        1    0.000    0.000    0.000    0.000 patches.py:883(RegularPolygon)
        1    0.000    0.000    0.000    0.000 patches.py:973(PathPatch)
        1    0.000    0.000    0.001    0.001 path.py:1(<module>)
      129    0.000    0.000    0.001    0.000 path.py:164(_fast_from_codes_and_verts)
      211    0.000    0.000    0.001    0.000 path.py:193(_update_values)
      682    0.000    0.000    0.000    0.000 path.py:202(vertices)
      400    0.000    0.000    0.000    0.000 path.py:216(codes)
        1    0.000    0.000    0.000    0.000 path.py:23(Path)
      292    0.000    0.000    0.000    0.000 path.py:235(simplify_threshold)
      292    0.000    0.000    0.000    0.000 path.py:247(should_simplify)
       15    0.000    0.000    0.004    0.000 path.py:497(contains_point)
        8    0.000    0.000    0.000    0.000 path.py:572(get_extents)
       20    0.000    0.000    0.000    0.000 path.py:617(intersects_bbox)
       23    0.000    0.000    0.000    0.000 path.py:694(unit_rectangle)
        9    0.000    0.000    0.000    0.000 path.py:764(unit_circle)
        1    0.000    0.000    0.000    0.000 path.py:776(circle)
      211    0.001    0.000    0.005    0.000 path.py:98(__init__)
        1    0.000    0.000    0.006    0.006 pathlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:1008(PureWindowsPath)
        8    0.000    0.000    0.000    0.000 pathlib.py:101(join_parsed_parts)
        1    0.000    0.000    0.000    0.000 pathlib.py:1021(Path)
       36    0.000    0.000    0.001    0.000 pathlib.py:1035(__new__)
       71    0.000    0.000    0.000    0.000 pathlib.py:1045(_init)
       26    0.000    0.000    0.000    0.000 pathlib.py:1055(_make_child_relpath)
        7    0.000    0.000    0.000    0.000 pathlib.py:1094(home)
       27    0.000    0.000    0.000    0.000 pathlib.py:1126(glob)
        6    0.000    0.000    0.000    0.000 pathlib.py:1189(stat)
        1    0.000    0.000    0.000    0.000 pathlib.py:119(_WindowsFlavour)
        2    0.000    0.000    0.000    0.000 pathlib.py:1277(mkdir)
        1    0.000    0.000    0.000    0.000 pathlib.py:135(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:136(<setcomp>)
        6    0.000    0.000    0.000    0.000 pathlib.py:1398(is_dir)
        1    0.000    0.000    0.000    0.000 pathlib.py:1543(PosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1550(WindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:284(_PosixFlavour)
       77    0.000    0.000    0.000    0.000 pathlib.py:292(splitroot)
        1    0.000    0.000    0.000    0.000 pathlib.py:313(compile_pattern)
        7    0.000    0.000    0.000    0.000 pathlib.py:370(gethomedir)
        1    0.000    0.000    0.000    0.000 pathlib.py:390(_Accessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:395(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:458(_make_selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:475(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:479(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:488(select_from)
        1    0.000    0.000    0.000    0.000 pathlib.py:50(_is_wildcard_pattern)
        1    0.000    0.000    0.000    0.000 pathlib.py:500(_TerminatingSelector)
       52    0.000    0.000    0.000    0.000 pathlib.py:502(_select_from)
        1    0.000    0.000    0.000    0.000 pathlib.py:506(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:522(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:524(__init__)
       27    0.000    0.000    0.000    0.000 pathlib.py:528(_select_from)
        1    0.000    0.000    0.000    0.000 pathlib.py:553(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:56(_Flavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:597(_PathParents)
        2    0.000    0.000    0.000    0.000 pathlib.py:60(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:625(PurePath)
       46    0.000    0.000    0.001    0.000 pathlib.py:63(parse_parts)
       44    0.000    0.000    0.001    0.000 pathlib.py:654(_parse_args)
       36    0.000    0.000    0.001    0.000 pathlib.py:674(_from_parts)
       35    0.000    0.000    0.000    0.000 pathlib.py:687(_from_parsed_parts)
       54    0.000    0.000    0.000    0.000 pathlib.py:697(_format_parsed_parts)
        8    0.000    0.000    0.000    0.000 pathlib.py:708(_make_child)
       64    0.000    0.000    0.000    0.000 pathlib.py:714(__str__)
       36    0.000    0.000    0.000    0.000 pathlib.py:724(__fspath__)
       27    0.000    0.000    0.000    0.000 pathlib.py:800(name)
       26    0.000    0.000    0.000    0.000 pathlib.py:835(stem)
        1    0.000    0.000    0.000    0.000 pathlib.py:845(with_name)
        8    0.000    0.000    0.000    0.000 pathlib.py:929(__truediv__)
        1    0.000    0.000    0.000    0.000 pathlib.py:998(PurePosixPath)
        1    0.000    0.000    0.003    0.003 pickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:1134(_Unpickler)
        1    0.000    0.000    0.001    0.001 pickle.py:197(<listcomp>)
        1    0.000    0.000    0.000    0.000 pickle.py:200(_Framer)
        1    0.000    0.000    0.000    0.000 pickle.py:263(_Unframer)
        1    0.000    0.000    0.000    0.000 pickle.py:405(_Pickler)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
        9    0.000    0.000    0.000    0.000 pkgutil.py:405(get_importer)
       12    0.000    0.000    0.001    0.000 pkgutil.py:458(get_loader)
       12    0.000    0.000    0.001    0.000 pkgutil.py:482(find_loader)
        2    0.000    0.000    0.000    0.000 pkgutil.py:503(extend_path)
        1    0.000    0.000    0.000    0.000 platform.py:1076(python_implementation)
        1    0.000    0.000    0.007    0.007 platform.py:3(<module>)
        1    0.000    0.000    0.003    0.003 platform.py:603(_syscmd_uname)
        4    0.000    0.000    0.003    0.001 platform.py:746(uname)
        4    0.000    0.000    0.003    0.001 platform.py:884(system)
        1    0.000    0.000    0.000    0.000 platform.py:972(_sys_version)
        1    0.000    0.000    0.001    0.001 polar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polar.py:111(PolarAffine)
        1    0.000    0.000    0.000    0.000 polar.py:144(InvertedPolarTransform)
        1    0.000    0.000    0.000    0.000 polar.py:17(PolarTransform)
        1    0.000    0.000    0.000    0.000 polar.py:185(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 polar.py:202(_AxisWrapper)
        1    0.000    0.000    0.000    0.000 polar.py:225(ThetaLocator)
        1    0.000    0.000    0.000    0.000 polar.py:269(ThetaTick)
        1    0.000    0.000    0.000    0.000 polar.py:362(ThetaAxis)
        1    0.000    0.000    0.000    0.000 polar.py:407(RadialLocator)
        1    0.000    0.000    0.000    0.000 polar.py:464(_ThetaShift)
        1    0.000    0.000    0.000    0.000 polar.py:515(RadialTick)
        1    0.000    0.000    0.000    0.000 polar.py:666(RadialAxis)
        1    0.000    0.000    0.000    0.000 polar.py:720(_WedgeBbox)
        1    0.000    0.000    0.000    0.000 polar.py:776(PolarAxes)
        2    0.000    0.000    0.004    0.002 polynomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:1007(poly1d)
        1    0.000    0.000    0.000    0.000 polynomial.py:1456(Polynomial)
        1    0.000    0.000    0.000    0.000 polynomial.py:28(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:60(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:64(PolyError)
        1    0.000    0.000    0.000    0.000 polyutils.py:68(PolyDomainError)
        1    0.000    0.000    0.000    0.000 polyutils.py:81(PolyBase)
        3    0.000    0.000    0.000    0.000 posixpath.py:117(splitext)
        3    0.000    0.000    0.000    0.000 posixpath.py:131(splitdrive)
        1    0.000    0.000    0.000    0.000 posixpath.py:140(basename)
        4    0.000    0.000    0.000    0.000 posixpath.py:150(dirname)
     3036    0.002    0.000    0.010    0.000 posixpath.py:164(islink)
       29    0.000    0.000    0.000    0.000 posixpath.py:228(expanduser)
      279    0.002    0.000    0.003    0.000 posixpath.py:334(normpath)
      277    0.000    0.000    0.003    0.000 posixpath.py:372(abspath)
      276    0.001    0.000    0.027    0.000 posixpath.py:387(realpath)
      276    0.004    0.000    0.023    0.000 posixpath.py:396(_joinrealpath)
     4403    0.001    0.000    0.002    0.000 posixpath.py:41(_get_sep)
        1    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
     1210    0.001    0.000    0.002    0.000 posixpath.py:60(isabs)
     3188    0.005    0.000    0.008    0.000 posixpath.py:71(join)
        1    0.000    0.000    0.000    0.000 pprint.py:103(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 pprint.py:11(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:77(_safe_key)
        1    0.000    0.000    0.000    0.000 proj3d.py:1(<module>)
        1    0.000    0.000    0.013    0.013 py3k.py:1(<module>)
        1    0.000    0.000    0.000    0.000 py3k.py:88(contextlib_nullcontext)
       25    0.000    0.000    0.002    0.000 pyparsing.py:1283(_trim_arity)
       24    0.000    0.000    0.002    0.000 pyparsing.py:1291(extract_stack)
       42    0.000    0.000    0.000    0.000 pyparsing.py:1313(wrapper)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1351(ParserElement)
      233    0.001    0.000    0.001    0.000 pyparsing.py:1400(__init__)
      410    0.000    0.000    0.004    0.000 pyparsing.py:1423(copy)
       45    0.000    0.000    0.000    0.000 pyparsing.py:1452(setName)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1467(setResultsName)
        5    0.000    0.000    0.000    0.000 pyparsing.py:1490(_setResultsName)
       21    0.000    0.000    0.002    0.000 pyparsing.py:1518(setParseAction)
       42    0.000    0.000    0.000    0.000 pyparsing.py:1561(<genexpr>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1567(addParseAction)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1577(addCondition)
      121    0.000    0.000    0.000    0.000 pyparsing.py:1628(preParse)
      138    0.000    0.000    0.000    0.000 pyparsing.py:1643(postParse)
   260/11    0.001    0.000    0.003    0.000 pyparsing.py:1647(_parseNoCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1748(_UnboundedCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1771(_FifoCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1772(__init__)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1777(get)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1780(set)
        8    0.000    0.000    0.000    0.000 pyparsing.py:1788(clear)
