Namespace(I0=20, N=10000, R0=0, beta=0.5, data='italy_i.csv', day_max=58, day_min=33, delta=0.2, k_inf=1, k_rec=1, llavor=1, nseed=1, seed0=1)
         1198205 function calls (1185443 primitive calls) in 3.472 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 ticker.py:2041(_Edge_integer)
       32    0.000    0.000    0.000    0.000 ticker.py:2048(__init__)
       64    0.000    0.000    0.000    0.000 ticker.py:2059(closeto)
       32    0.000    0.000    0.000    0.000 ticker.py:2069(le)
       32    0.000    0.000    0.000    0.000 ticker.py:2076(ge)
        1    0.000    0.000    0.000    0.000 ticker.py:2084(MaxNLocator)
       32    0.000    0.000    0.003    0.000 ticker.py:2096(__init__)
        1    0.000    0.000    0.000    0.000 ticker.py:211(TickHelper)
      128    0.000    0.000    0.000    0.000 ticker.py:214(set_axis)
       32    0.000    0.000    0.001    0.000 ticker.py:2146(_validate_steps)
       32    0.000    0.000    0.001    0.000 ticker.py:2161(_staircase)
       32    0.000    0.000    0.003    0.000 ticker.py:2169(set_params)
       32    0.001    0.000    0.008    0.000 ticker.py:2214(_raw_ticks)
       32    0.000    0.000    0.009    0.000 ticker.py:2274(__call__)
       32    0.000    0.000    0.008    0.000 ticker.py:2278(tick_values)
        4    0.000    0.000    0.000    0.000 ticker.py:2295(view_limits)
        1    0.000    0.000    0.000    0.000 ticker.py:232(Formatter)
        1    0.000    0.000    0.000    0.000 ticker.py:2372(LogLocator)
       32    0.000    0.000    0.005    0.000 ticker.py:247(format_ticks)
       32    0.000    0.000    0.001    0.000 ticker.py:250(<listcomp>)
        1    0.000    0.000    0.000    0.000 ticker.py:2577(SymmetricalLogLocator)
       32    0.000    0.000    0.000    0.000 ticker.py:270(set_locs)
        1    0.000    0.000    0.000    0.000 ticker.py:2735(LogitLocator)
      154    0.000    0.000    0.000    0.000 ticker.py:279(fix_minus)
        1    0.000    0.000    0.000    0.000 ticker.py:2883(AutoLocator)
       32    0.000    0.000    0.003    0.000 ticker.py:2889(__init__)
        1    0.000    0.000    0.000    0.000 ticker.py:2903(AutoMinorLocator)
       60    0.000    0.000    0.000    0.000 ticker.py:291(_set_locator)
        1    0.000    0.000    0.000    0.000 ticker.py:296(IndexFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:2964(OldAutoLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:325(NullFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:333(FixedFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:367(FuncFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:395(FormatStrFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:414(StrMethodFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:434(OldScalarFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:468(ScalarFormatter)
       32    0.000    0.000    0.000    0.000 ticker.py:518(__init__)
       32    0.000    0.000    0.000    0.000 ticker.py:549(set_useOffset)
       32    0.000    0.000    0.000    0.000 ticker.py:621(set_useMathText)
      128    0.000    0.000    0.001    0.000 ticker.py:639(__call__)
       18    0.001    0.000    0.007    0.000 ticker.py:699(format_data_short)
        8    0.000    0.000    0.000    0.000 ticker.py:747(get_offset)
       32    0.000    0.000    0.007    0.000 ticker.py:775(set_locs)
       32    0.001    0.000    0.002    0.000 ticker.py:784(_compute_offset)
       32    0.001    0.000    0.001    0.000 ticker.py:823(_set_order_of_magnitude)
       32    0.001    0.000    0.003    0.000 ticker.py:860(_set_format)
        1    0.000    0.000    0.000    0.000 ticker.py:923(LogFormatter)
        1    0.000    0.000    0.000    0.000 tight_bbox.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tight_layout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
        1    0.000    0.000    0.001    0.001 tokenize.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:157(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:159(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:162(Untokenizer)
        1    0.000    0.000    0.000    0.000 tokenize.py:284(_get_normal_name)
        1    0.000    0.000    0.000    0.000 tokenize.py:295(detect_encoding)
        1    0.000    0.000    0.000    0.000 tokenize.py:319(read_or_stop)
        1    0.000    0.000    0.000    0.000 tokenize.py:325(find_cookie)
        1    0.000    0.000    0.000    0.000 tokenize.py:388(open)
        1    0.000    0.000    0.000    0.000 tokenize.py:45(TokenInfo)
       19    0.000    0.000    0.000    0.000 tokenize.py:58(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:59(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:60(maybe)
        3    0.000    0.000    0.000    0.000 tokenize.py:83(_all_string_prefixes)
       24    0.000    0.000    0.000    0.000 tokenize.py:94(<listcomp>)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
       24    0.000    0.000    0.002    0.000 traceback.py:200(extract_stack)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
       72    0.000    0.000    0.000    0.000 traceback.py:243(__init__)
       24    0.000    0.000    0.000    0.000 traceback.py:272(__getitem__)
       96    0.000    0.000    0.001    0.000 traceback.py:285(line)
       96    0.000    0.000    0.000    0.000 traceback.py:292(walk_stack)
        1    0.000    0.000    0.000    0.000 traceback.py:318(StackSummary)
       24    0.000    0.000    0.002    0.000 traceback.py:321(extract)
        1    0.000    0.000    0.000    0.000 traceback.py:440(TracebackException)
        1    0.000    0.000    0.001    0.001 transforms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:1012(TransformedBbox)
       41    0.000    0.000    0.001    0.000 transforms.py:1019(__init__)
       90    0.000    0.000    0.001    0.000 transforms.py:1041(get_points)
     2281    0.002    0.000    0.002    0.000 transforms.py:107(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:1080(LockableBbox)
        1    0.000    0.000    0.000    0.000 transforms.py:1203(Transform)
       35    0.000    0.000    0.000    0.000 transforms.py:1251(__init_subclass__)
      212    0.000    0.000    0.000    0.000 transforms.py:1256(<genexpr>)
      212    0.000    0.000    0.000    0.000 transforms.py:1262(<genexpr>)
      243    0.000    0.000    0.002    0.000 transforms.py:1267(__add__)
       12    0.000    0.000    0.000    0.000 transforms.py:1282(_iter_break_from_left_to_right)
       36    0.000    0.000    0.000    0.000 transforms.py:1294(depth)
        6    0.000    0.000    0.001    0.000 transforms.py:1308(contains_branch)
        6    0.000    0.000    0.001    0.000 transforms.py:1327(contains_branch_seperately)
      211    0.001    0.000    0.013    0.000 transforms.py:1399(transform)
       36    0.000    0.000    0.003    0.000 transforms.py:1436(transform_affine)
      478    0.001    0.000    0.002    0.000 transforms.py:148(invalidate)
       11    0.000    0.000    0.001    0.000 transforms.py:1500(get_matrix)
       28    0.000    0.000    0.001    0.000 transforms.py:1520(transform_path)
       28    0.000    0.000    0.001    0.000 transforms.py:1529(transform_path_affine)
       72    0.000    0.000    0.001    0.000 transforms.py:1539(transform_path_non_affine)
  693/478    0.001    0.000    0.001    0.000 transforms.py:158(_invalidate_internal)
        1    0.000    0.000    0.000    0.000 transforms.py:1613(TransformWrapper)
        4    0.000    0.000    0.000    0.000 transforms.py:1629(__init__)
        4    0.000    0.000    0.000    0.000 transforms.py:1638(_init)
        6    0.000    0.000    0.000    0.000 transforms.py:1645(__eq__)
        2    0.000    0.000    0.000    0.000 transforms.py:1650(frozen)
        8    0.000    0.000    0.000    0.000 transforms.py:1654(_set)
        4    0.000    0.000    0.000    0.000 transforms.py:1671(set)
      332    0.000    0.000    0.000    0.000 transforms.py:1691(<lambda>)
        1    0.000    0.000    0.000    0.000 transforms.py:1696(AffineBase)
     1511    0.002    0.000    0.003    0.000 transforms.py:1702(__init__)
      175    0.000    0.000    0.000    0.000 transforms.py:1706(__array__)
    25/23    0.000    0.000    0.002    0.000 transforms.py:1710(__eq__)
      323    0.000    0.000    0.002    0.000 transforms.py:1715(transform)
        3    0.000    0.000    0.000    0.000 transforms.py:1724(transform_non_affine)
       28    0.000    0.000    0.001    0.000 transforms.py:1732(transform_path_affine)
        3    0.000    0.000    0.000    0.000 transforms.py:1737(transform_path_non_affine)
      472    0.000    0.000    0.000    0.000 transforms.py:1741(get_affine)
        1    0.000    0.000    0.000    0.000 transforms.py:1746(Affine2DBase)
      213    0.001    0.000    0.003    0.000 transforms.py:1765(frozen)
       16    0.000    0.000    0.000    0.000 transforms.py:1769(is_separable)
      351    0.001    0.000    0.002    0.000 transforms.py:1794(transform_affine)
      108    0.000    0.000    0.002    0.000 transforms.py:1815(inverted)
        1    0.000    0.000    0.000    0.000 transforms.py:1827(Affine2D)
      811    0.001    0.000    0.005    0.000 transforms.py:1832(__init__)
      595    0.002    0.000    0.003    0.000 transforms.py:185(set_children)
     1133    0.000    0.000    0.000    0.000 transforms.py:1865(get_matrix)
       48    0.000    0.000    0.000    0.000 transforms.py:1912(clear)
       85    0.001    0.000    0.002    0.000 transforms.py:1921(rotate)
       85    0.000    0.000    0.003    0.000 transforms.py:1937(rotate_deg)
       58    0.000    0.000    0.003    0.000 transforms.py:1957(rotate_deg_around)
      128    0.000    0.000    0.001    0.000 transforms.py:1969(translate)
      197    0.001    0.000    0.002    0.000 transforms.py:1982(scale)
      531    0.000    0.000    0.000    0.000 transforms.py:200(<lambda>)
        1    0.000    0.000    0.000    0.000 transforms.py:2038(IdentityTransform)
       46    0.000    0.000    0.000    0.000 transforms.py:2051(get_matrix)
      204    0.000    0.000    0.001    0.000 transforms.py:2055(transform)
        2    0.000    0.000    0.000    0.000 transforms.py:2075(transform_path_non_affine)
        2    0.000    0.000    0.000    0.000 transforms.py:2079(get_affine)
        4    0.000    0.000    0.000    0.000 transforms.py:2083(inverted)
        1    0.000    0.000    0.000    0.000 transforms.py:2088(_BlendedMixin)
        6    0.000    0.000    0.000    0.000 transforms.py:2091(__eq__)
        1    0.000    0.000    0.000    0.000 transforms.py:2106(BlendedGenericTransform)
       22    0.000    0.000    0.000    0.000 transforms.py:2119(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:213(BboxBase)
      144    0.000    0.000    0.000    0.000 transforms.py:2143(<lambda>)
      156    0.000    0.000    0.000    0.000 transforms.py:2151(transform_non_affine)
       18    0.000    0.000    0.001    0.000 transforms.py:2179(inverted)
      252    0.000    0.000    0.004    0.000 transforms.py:2183(get_affine)
        1    0.000    0.000    0.000    0.000 transforms.py:2199(BlendedAffine2D)
       12    0.000    0.000    0.000    0.000 transforms.py:2210(__init__)
       50    0.000    0.000    0.000    0.000 transforms.py:2236(get_matrix)
       16    0.000    0.000    0.000    0.000 transforms.py:2252(blended_transform_factory)
        1    0.000    0.000    0.000    0.000 transforms.py:2266(CompositeGenericTransform)
      264    0.001    0.000    0.002    0.000 transforms.py:2276(__init__)
    34/17    0.000    0.000    0.003    0.000 transforms.py:2296(frozen)
   101/73    0.000    0.000    0.000    0.000 transforms.py:2305(_invalidate_internal)
    29/23    0.000    0.000    0.000    0.000 transforms.py:2320(__eq__)
       12    0.000    0.000    0.000    0.000 transforms.py:2327(_iter_break_from_left_to_right)
    24/12    0.000    0.000    0.000    0.000 transforms.py:2333(<lambda>)
  739/422    0.001    0.000    0.001    0.000 transforms.py:2334(<lambda>)
      175    0.000    0.000    0.006    0.000 transforms.py:2342(transform_affine)
      181    0.000    0.000    0.001    0.000 transforms.py:2346(transform_non_affine)
       34    0.000    0.000    0.000    0.000 transforms.py:2356(transform_path_non_affine)
  340/242    0.002    0.000    0.008    0.000 transforms.py:2366(get_affine)
       10    0.000    0.000    0.000    0.000 transforms.py:237(frozen)
    60/30    0.000    0.000    0.003    0.000 transforms.py:2374(inverted)
        1    0.000    0.000    0.000    0.000 transforms.py:2380(CompositeAffine2D)
       47    0.000    0.000    0.001    0.000 transforms.py:2387(__init__)
       24    0.000    0.000    0.001    0.000 transforms.py:241(__array__)
       48    0.000    0.000    0.000    0.000 transforms.py:2422(get_matrix)
      277    0.001    0.000    0.003    0.000 transforms.py:2433(composite_transform_factory)
        1    0.000    0.000    0.000    0.000 transforms.py:2460(BboxTransform)
       70    0.000    0.000    0.000    0.000 transforms.py:249(x0)
        1    0.000    0.000    0.000    0.000 transforms.py:2503(BboxTransformTo)
       62    0.000    0.000    0.000    0.000 transforms.py:2511(__init__)
      154    0.000    0.000    0.001    0.000 transforms.py:2527(get_matrix)
        1    0.000    0.000    0.000    0.000 transforms.py:2542(BboxTransformToMaxOnly)
        1    0.000    0.000    0.000    0.000 transforms.py:2562(BboxTransformFrom)
        2    0.000    0.000    0.000    0.000 transforms.py:2569(__init__)
       42    0.000    0.000    0.000    0.000 transforms.py:2581(get_matrix)
       72    0.000    0.000    0.000    0.000 transforms.py:259(y0)
        1    0.000    0.000    0.000    0.000 transforms.py:2598(ScaledTranslation)
       74    0.000    0.000    0.000    0.000 transforms.py:2603(__init__)
      156    0.000    0.000    0.000    0.000 transforms.py:2613(get_matrix)
        1    0.000    0.000    0.000    0.000 transforms.py:2624(AffineDeltaTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2654(TransformedPath)
       63    0.000    0.000    0.001    0.000 transforms.py:2666(__init__)
       66    0.000    0.000    0.001    0.000 transforms.py:2681(_revalidate)
       22    0.000    0.000    0.000    0.000 transforms.py:269(x1)
       60    0.000    0.000    0.002    0.000 transforms.py:2694(get_transformed_points_and_affine)
        6    0.000    0.000    0.000    0.000 transforms.py:2705(get_transformed_path_and_affine)
       66    0.000    0.000    0.000    0.000 transforms.py:2721(get_affine)
        1    0.000    0.000    0.000    0.000 transforms.py:2725(TransformedPatchPath)
       48    0.001    0.000    0.001    0.000 transforms.py:2764(nonsingular)
       24    0.000    0.000    0.000    0.000 transforms.py:279(y1)
      128    0.001    0.000    0.001    0.000 transforms.py:2844(_interval_contains_close)
       84    0.000    0.000    0.001    0.000 transforms.py:309(xmin)
       96    0.000    0.000    0.001    0.000 transforms.py:314(ymin)
       84    0.000    0.000    0.001    0.000 transforms.py:319(xmax)
      100    0.000    0.000    0.001    0.000 transforms.py:324(ymax)
       24    0.000    0.000    0.000    0.000 transforms.py:329(min)
       24    0.000    0.000    0.000    0.000 transforms.py:334(max)
       82    0.000    0.000    0.000    0.000 transforms.py:339(intervalx)
       82    0.000    0.000    0.000    0.000 transforms.py:348(intervaly)
       38    0.000    0.000    0.000    0.000 transforms.py:357(width)
       38    0.000    0.000    0.000    0.000 transforms.py:363(height)
        6    0.000    0.000    0.000    0.000 transforms.py:369(size)
      116    0.001    0.000    0.001    0.000 transforms.py:375(bounds)
       40    0.000    0.000    0.001    0.000 transforms.py:497(anchored)
       18    0.000    0.000    0.000    0.000 transforms.py:52(_make_str_method)
       24    0.000    0.000    0.002    0.000 transforms.py:589(count_contains)
        4    0.000    0.000    0.000    0.000 transforms.py:605(count_overlaps)
        4    0.000    0.000    0.000    0.000 transforms.py:614(<listcomp>)
       40    0.000    0.000    0.001    0.000 transforms.py:628(padded)
       96    0.001    0.000    0.002    0.000 transforms.py:633(translated)
       16    0.000    0.000    0.005    0.000 transforms.py:658(union)
       16    0.000    0.000    0.001    0.000 transforms.py:666(<listcomp>)
       16    0.000    0.000    0.001    0.000 transforms.py:667(<listcomp>)
       16    0.000    0.000    0.001    0.000 transforms.py:668(<listcomp>)
       16    0.000    0.000    0.001    0.000 transforms.py:669(<listcomp>)
        1    0.000    0.000    0.000    0.000 transforms.py:685(Bbox)
      364    0.001    0.000    0.004    0.000 transforms.py:766(__init__)
       37    0.000    0.000    0.001    0.000 transforms.py:796(unit)
        1    0.000    0.000    0.000    0.000 transforms.py:80(TransformNode)
        2    0.000    0.000    0.000    0.000 transforms.py:801(null)
       53    0.000    0.000    0.002    0.000 transforms.py:806(from_bounds)
      113    0.000    0.000    0.004    0.000 transforms.py:815(from_extents)
        7    0.000    0.000    0.000    0.000 transforms.py:849(update_from_path)
        1    0.000    0.000    0.000    0.000 transforms.py:885(update_from_data_xy)
        4    0.000    0.000    0.000    0.000 transforms.py:936(p1)
        4    0.000    0.000    0.000    0.000 transforms.py:941(intervalx)
        4    0.000    0.000    0.000    0.000 transforms.py:946(intervaly)
        6    0.000    0.000    0.000    0.000 transforms.py:963(minposx)
        6    0.000    0.000    0.000    0.000 transforms.py:967(minposy)
      971    0.000    0.000    0.000    0.000 transforms.py:971(get_points)
        8    0.000    0.000    0.000    0.000 transforms.py:989(set)
        1    0.000    0.000    0.000    0.000 triangulation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triangulation.py:4(Triangulation)
        1    0.000    0.000    0.000    0.000 tricontour.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tricontour.py:8(TriContourSet)
        1    0.000    0.000    0.000    0.000 trifinder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trifinder.py:24(TrapezoidMapTriFinder)
        1    0.000    0.000    0.000    0.000 trifinder.py:7(TriFinder)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1001(_DOF_estimator)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1078(_DOF_estimator_user)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1088(_DOF_estimator_geom)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1173(_DOF_estimator_min_E)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1232(_Sparse_Matrix_coo)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:15(TriInterpolator)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:232(LinearTriInterpolator)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:287(CubicTriInterpolator)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:582(_ReducedHCT_Element)
        1    0.000    0.000    0.000    0.000 tripcolor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trirefine.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trirefine.py:12(TriRefiner)
        1    0.000    0.000    0.000    0.000 trirefine.py:47(UniformTriRefiner)
        1    0.000    0.000    0.000    0.000 tritools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tritools.py:11(TriAnalyzer)
        1    0.000    0.000    0.002    0.002 twodim_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 twodim_base.py:152(eye)
        1    0.000    0.000    0.003    0.003 type_check.py:1(<module>)
       97    0.000    0.000    0.001    0.000 types.py:140(_setup_native_vfuncs)
       92    0.000    0.000    0.000    0.000 types.py:171(__get__)
        1    0.000    0.000    0.000    0.000 types.py:202(_GObjectMetaBase)
      163    0.001    0.000    0.002    0.000 types.py:204(__init__)
      163    0.000    0.000    0.001    0.000 types.py:210(_type_register)
        1    0.000    0.000    0.000    0.000 types.py:226(GObjectMeta)
      163    0.001    0.000    0.008    0.000 types.py:228(__init__)
        1    0.000    0.000    0.001    0.001 types.py:23(<module>)
      163    0.000    0.000    0.004    0.000 types.py:252(mro)
        1    0.000    0.000    0.000    0.000 types.py:255(__doc__)
      163    0.002    0.000    0.004    0.000 types.py:272(mro)
     1821    0.001    0.000    0.001    0.000 types.py:311(<listcomp>)
        1    0.000    0.000    0.000    0.000 types.py:336(StructMeta)
       88    0.000    0.000    0.002    0.000 types.py:339(__init__)
        1    0.000    0.000    0.000    0.000 types.py:52(MetaClassHelper)
      162    0.001    0.000    0.003    0.000 types.py:53(_setup_methods)
       73    0.000    0.000    0.000    0.000 types.py:57(_setup_class_methods)
      138    0.001    0.000    0.001    0.000 types.py:68(_setup_fields)
       97    0.000    0.000    0.000    0.000 types.py:73(_setup_constants)
       66    0.000    0.000    0.000    0.000 types.py:79(_setup_vfuncs)
        1    0.000    0.000    0.000    0.000 tz.py:1020(tzstr)
        1    0.000    0.000    0.000    0.000 tz.py:1140(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 tz.py:1151(_tzicalvtz)
        1    0.000    0.000    0.000    0.000 tz.py:121(tzoffset)
        1    0.000    0.000    0.000    0.000 tz.py:1237(tzical)
        1    0.000    0.000    0.000    0.000 tz.py:1454(__get_gettz)
        1    0.000    0.000    0.000    0.000 tz.py:1459(GettzFunc)
        1    0.000    0.000    0.000    0.000 tz.py:1529(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:1771(_ContextWrapper)
        1    0.000    0.000    0.000    0.000 tz.py:189(tzlocal)
        1    0.000    0.000    0.001    0.001 tz.py:2(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:316(_ttinfo)
        1    0.000    0.000    0.000    0.000 tz.py:36(tzutc)
        1    0.000    0.000    0.000    0.000 tz.py:361(_tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:374(tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:858(tzrange)
        1    0.000    0.000    0.001    0.001 ufunclike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:16(_deprecate_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:41(_fix_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:58(_fix_and_maybe_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 units.py:1(<module>)
        1    0.000    0.000    0.000    0.000 units.py:110(ConversionInterface)
        1    0.000    0.000    0.000    0.000 units.py:153(DecimalConverter)
        1    0.000    0.000    0.000    0.000 units.py:189(Registry)
    43/22    0.000    0.000    0.001    0.000 units.py:192(get_converter)
        1    0.000    0.000    0.000    0.000 units.py:54(ConversionError)
       67    0.000    0.000    0.000    0.000 units.py:58(_is_natively_supported)
        1    0.000    0.000    0.000    0.000 units.py:74(AxisInfo)
       12    0.000    0.000    0.001    0.000 util.py:73(find_spec)
        1    0.000    0.000    0.001    0.001 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:1010(_median_nancheck)
        1    0.000    0.000    0.000    0.000 utils.py:133(_get_indent)
        1    0.000    0.000    0.000    0.000 utils.py:147(deprecate)
        1    0.000    0.000    0.000    0.000 utils.py:52(_set_function_name)
        1    0.000    0.000    0.000    0.000 utils.py:57(_Deprecate)
        1    0.000    0.000    0.000    0.000 utils.py:69(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:74(__call__)
        1    0.000    0.000    0.003    0.003 uuid.py:1(<module>)
        4    0.000    0.000    0.000    0.000 uuid.py:130(__init__)
        1    0.000    0.000    0.000    0.000 uuid.py:70(SafeUUID)
        1    0.000    0.000    0.000    0.000 uuid.py:76(UUID)
        1    0.000    0.000    0.001    0.001 version.py:10(<module>)
        1    0.000    0.000    0.000    0.000 version.py:267(LooseVersion)
       10    0.000    0.000    0.000    0.000 version.py:302(__init__)
       10    0.000    0.000    0.000    0.000 version.py:307(parse)
        1    0.000    0.000    0.000    0.000 version.py:31(Version)
       10    0.000    0.000    0.000    0.000 version.py:312(<listcomp>)
        5    0.000    0.000    0.000    0.000 version.py:331(_cmp)
        1    0.000    0.000    0.000    0.000 version.py:5(<module>)
        5    0.000    0.000    0.000    0.000 version.py:51(__lt__)
        1    0.000    0.000    0.000    0.000 version.py:93(StrictVersion)
        8    0.000    0.000    0.001    0.000 warnings.py:130(filterwarnings)
       48    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
       56    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
       78    0.000    0.000    0.000    0.000 warnings.py:437(__init__)
       78    0.000    0.000    0.000    0.000 warnings.py:458(__enter__)
       78    0.000    0.000    0.000    0.000 warnings.py:477(__exit__)
        3    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        3    0.000    0.000    0.000    0.000 weakref.py:284(update)
       50    0.000    0.000    0.000    0.000 weakref.py:44(__new__)
        4    0.000    0.000    0.000    0.000 weakref.py:51(_cb)
       13    0.000    0.000    0.000    0.000 weakref.py:66(__call__)
        2    0.000    0.000    0.000    0.000 weakref.py:73(__eq__)
        1    0.000    0.000    0.001    0.001 widgets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 widgets.py:1087(SubplotTool)
        1    0.000    0.000    0.000    0.000 widgets.py:1209(Cursor)
        1    0.000    0.000    0.000    0.000 widgets.py:1303(MultiCursor)
        1    0.000    0.000    0.000    0.000 widgets.py:133(Button)
        1    0.000    0.000    0.000    0.000 widgets.py:1417(_SelectorWidget)
        1    0.000    0.000    0.000    0.000 widgets.py:1621(SpanSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:1836(ToolHandles)
        1    0.000    0.000    0.000    0.000 widgets.py:1893(RectangleSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:2298(EllipseSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:2368(LassoSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:238(Slider)
        1    0.000    0.000    0.000    0.000 widgets.py:2443(PolygonSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:25(LockDraw)
        1    0.000    0.000    0.000    0.000 widgets.py:2647(Lasso)
        4    0.000    0.000    0.000    0.000 widgets.py:35(__init__)
        1    0.000    0.000    0.000    0.000 widgets.py:517(CheckButtons)
        1    0.000    0.000    0.000    0.000 widgets.py:63(Widget)
        1    0.000    0.000    0.000    0.000 widgets.py:672(TextBox)
        1    0.000    0.000    0.000    0.000 widgets.py:91(AxesWidget)
        1    0.000    0.000    0.000    0.000 widgets.py:948(RadioButtons)
        1    0.000    0.000    0.000    0.000 win.py:2(<module>)
     2669    0.002    0.000    0.002    0.000 {built-in method __new__ of type object at 0x907780}
       46    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
     2443    0.001    0.000    0.002    0.000 {built-in method _abc._abc_instancecheck}
       13    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
  220/117    0.001    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
      106    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
       16    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
      287    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
     2896    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
       22    0.001    0.000    0.001    0.000 {built-in method _imp.create_builtin}
       31    0.016    0.001    0.019    0.001 {built-in method _imp.create_dynamic}
       22    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
    31/26    0.002    0.000    0.007    0.000 {built-in method _imp.exec_dynamic}
      106    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      362    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
     2896    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
       31    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
       55    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.001    0.001    0.001    0.001 {built-in method _posixsubprocess.fork_exec}
        7    0.000    0.000    0.000    0.000 {built-in method _signal.getsignal}
